_id	pin	address	billing_city	current_delq_tax	current_delq_pi	prior_years	prior_delq_tax	prior_delq_pi	state_description	neighborhood	council_district	ward	public_works_division	pli_division	police_zone	fire_zone	longitude	latitude
1909147	0025K00162031500	2635 PENN AVE UNIT 315	PITTSBURGH, PA	0	0	1	93.28	7.77	Residential	Strip District	1	2	1	2	2	2-25	-79.97764564305953	40.45573188384949
1909148	0025N0010100A200	2550 SMALLMAN ST	PITTSBURGH, PA	0	0	1	368.44	147.38	Commercial	Strip District	1	2	1	2	2	2-25	-79.97973556659767	40.45503268036634
1909149	0025G00141000000	2941 PENN AVE	PITTSBURGH, PA	476.5	0	1	256.25	0	Commercial	Strip District	1	6	1	6	2	3-2	-79.97331297940417	40.45881536727577
1909150	0162H00101000000	133 IVORY AVE	PITTSBURGH, PA	0	0	1	514.55	0	Residential	Summer Hill	1	26	1	26	1	1-15	-80.0167831713028	40.49769301396211
1909151	0162H00011000000	108 MONTVILLE ST	PITTSBURGH, PA	0	0	1	182.8	0	Residential	Summer Hill	1	26	1	26	1	1-15	-80.01692471842912	40.49879345830777
1909152	0163P00300000000	4172 EVERGREEN RD	PITTSBURGH, PA	1620.1	0	1	1542.75	1362.71	Residential	Summer Hill	1	26	1	26	1	1-15	-80.00781482480733	40.49326418033528
1909153	0163F00108000000	4456 VALLEY VIEW ST	PITTSBURGH, PA	239.41	0	1	103.27	8.6	Residential	Summer Hill	1	26	1	26	1	1-15	-80.01092857579637	40.49789952041012
1909154	0163L00120000000	4138 HARPEN RD	IRVING, TX	0	0	1	35.96	3.3	Residential	Summer Hill	1	26	1	26	1	1-15	-80.0052611895031	40.4944780169884
1909155	0116L00072000000	3603 COLBY ST	IRVING, TX	0	0	1	70.79	39.53	Residential	Summer Hill	1	26	1	26	1	1-15	-80.00546126746522	40.486377609818426
1909156	0163A00040000000	152 CLEVELAND AVE	PHILADELPHIA, PA	1017.81	0	1	470.46	39.2	Residential	Summer Hill	1	26	1	26	1	1-15	-80.01518617720171	40.4993749407662
1909157	0163E00110000000	173 VAN BUREN ST	IRVING, TX	0	0	1	322.76	185.58	Residential	Summer Hill	1	26	1	26	1	1-15	-80.01476243154245	40.497828577868816
1909158	0163L00152000000	4638 MOUNT TROY RD EXT	PITTSBURGH, PA	0	0	1	409.94	34.16	Residential	Summer Hill	1	26	1	26	1	1-15	-80.00650880646826	40.496344430816016
1909159	0163E00029000000	159 IVORY AVE	PITTSBURGH, PA	1349.45	0	1	1349.45	0	Residential	Summer Hill	1	26	1	26	1	1-15	-80.01545830821979	40.49742195832062
1909160	0116S00005000000	3426 COLBY ST	PITTSBURGH, PA	1069.33	0	1	693.2	0	Residential	Summer Hill	1	26	1	26	1	1-15	-80.00355254348905	40.48397040653932
1909161	0163F00297000000	403 IVORY AVE	PITTSBURGH, PA	0	0	1	753.71	0	Residential	Summer Hill	1	26	1	26	1	1-15	-80.00885874668921	40.49662095201443
1909162	0163L00140000000	4300 HARPEN RD	PITTSBURGH, PA	0.48	0	1	494.41	4.12	Residential	Summer Hill	1	26	1	26	1	1-15	-80.00574652483331	40.495281980244606
1909163	0116R00275000000	243 MOUNT PLEASANT RD	PITTSBURGH, PA	587.05	0	1	587.05	0	Residential	Summer Hill	1	26	1	26	1	1-15	-80.004684055176	40.483545206354094
1909164	0116R00271000000	253 MOUNT PLEASANT RD	IRVING, TX	1015.91	0	1	26.65	10.22	Residential	Summer Hill	1	26	1	26	1	1-15	-80.00445386075971	40.483615998081326
1909165	0163E00145000000	4464 MOREFIELD ST	PITTSBURGH, PA	0	0	1	293.93	105.33	Residential	Summer Hill	1	26	1	26	1	1-15	-80.0140155127414	40.497930468533035
1909166	0116L00065000000	FABER ST	PITTSBURGH, PA	55.28	0	1	55.28	0	Residential	Summer Hill	1	26	1	26	1	1-15	-80.00586934666627	40.48640704594144
1909167	0116R00277000000	243 MOUNT PLEASANT RD	PITTSBURGH, PA	1145.52	0	1	1145.52	0	Residential	Summer Hill	1	26	1	26	1	1-15	-80.00486356406329	40.48351271935952
1909168	0116G00096000000	287 MORRISEY ST	PITTSBURGH, PA	988.06	0	1	241	0	Residential	Summer Hill	1	26	1	26	1	1-15	-80.00674031479711	40.488503391374365
1909169	0163E00116000000	4463 MOREFIELD ST	SEWICKLEY, PA	0	0	1	972.06	0	Residential	Summer Hill	1	26	1	26	1	1-15	-80.01448440721158	40.498140991824286
1909170	0162H00100000000	135 IVORY AVE	PITTSBURGH, PA	0	0	1	529.93	0	Residential	Summer Hill	1	26	1	26	1	1-15	-80.01670637220533	40.49771493769908
1909171	0116L00215000000	3552 SIRIUS ST	PITTSBURGH, PA	0	0	1	142.57	0	Residential	Summer Hill	1	26	1	26	1	1-15	-80.00561861508545	40.485851380255816
1909172	0163L00025000000	HARPEN RD	PITTSBURGH, PA	185.85	0	1	0.3	0.09	Residential	Summer Hill	1	26	1	26	1	1-15	-80.00630692274376	40.494226383282566
1909173	0163G00050000000	TROY HILL RD EXT	BRADFORDWOODS, PA	0	0	1	90.75	87.73	Residential	Summer Hill	1	26	1	26	1	1-15	-80.0068660363513	40.497315402014536
1909174	0163A00029000000	4475 HIGHRIDGE ST	PITTSBURGH, PA	317	0	1	315.94	2.63	Residential	Summer Hill	1	26	1	26	1	1-15	-80.01484379818719	40.49900446476998
1909175	0129G00122000000	1146 LOVE ST	PITTSBURGH, PA	0	0	1	17.43	0.29	Residential	Swisshelm Park	5	14	3	14	4	2-19	-79.90485247692936	40.42000905796124
1909176	0129J00025000000	135 MACFARREN ST	IRVING, TX	0	0	1	1799.73	0	Residential	Swisshelm Park	5	14	3	14	4	2-12	-79.91519499914178	40.417135925640814
1909177	0129D00034000000	1234 COMMERCIAL ST	PITTSBURGH, PA	0	0	1	13.14	0.22	Residential	Swisshelm Park	5	14	3	14	4	2-19	-79.90292893848108	40.42202902162932
1909178	0129C00021000000	PHILANDER ST	DES MOINES, IA	0	0	1	27.19	34.44	Residential	Swisshelm Park	5	14	3	14	4	2-19	-79.90474003203495	40.4214145975191
1909179	0129H00003000000	1222 UPTEGRAF ST	PITTSBURGH, PA	2386.31	0	1	1103.01	91.92	Residential	Swisshelm Park	5	14	3	14	4	2-19	-79.90337303440363	40.420793603135465
1909180	0129H00229000000	123 HOMESTEAD ST	PITTSBURGH, PA	0	0	1	718.11	5.98	Commercial	Swisshelm Park	5	14	3	14	4	2-19	-79.90074144660943	40.41984900138374
1909181	0129G00059000000	UPTEGRAF ST	PITTSBURGH, PA	57.18	0	1	26.43	2.19	Residential	Swisshelm Park	5	14	3	14	4	2-19	-79.90411470274493	40.420745730164654
1909182	0129H00075000000	1233 POCONO ST	CANONSBURG, PA	0	0	1	698.88	0	Residential	Swisshelm Park	5	14	3	14	4	2-19	-79.90299691211929	40.419854277241306
1909183	0178A00078000000	41 NEVADA ST	PITTSBURGH, PA	2660.77	0	1	53.22	4.43	Residential	Swisshelm Park	5	14	3	14	4	2-19	-79.89863631876673	40.422533281808654
1909184	0129G00058000A00	1200 UPTEGRAF ST	PITTSBURGH, PA	0	0	1	1844.75	491.92	Residential	Swisshelm Park	5	14	3	14	4	2-19	-79.90425420545381	40.42075410399024
1909185	0129D00124000000	237 WHIPPLE ST	PITTSBURGH, PA	0	0	1	1390.68	11.59	Residential	Swisshelm Park	5	14	3	14	4	2-19	-79.8999201312271	40.42251332270944
1909186	0178J00017000000	POCONO ST	PITTSBURGH, PA	175.35	0	1	175.35	14.61	Residential	Swisshelm Park						3-26	-79.89889836063871	40.418659201031566
1909187	0129H00071000000	1241 POCONO ST	PITTSBURGH, PA	2091.65	0	1	1041.71	0	Residential	Swisshelm Park	5	14	3	14	4	2-19	-79.90268616869737	40.41987534529631
1909188	0129C00008000000	1211 UPTEGRAF ST	IRWIN, PA	0	0	1	160.12	0	Residential	Swisshelm Park	5	14	3	14	4	2-19	-79.90389328406877	40.42137759756282
1909189	0129H00305000000	102 WHIPPLE ST	PITTSBURGH, PA	1300	0	1	300	0	Residential	Swisshelm Park	5	14	3	14	4	2-19	-79.90152555233409	40.41961844015427
1909190	0128S00120000000	1158 WINDERMERE DR	OMAHA, NE	0	0	1	3288.44	876.88	Residential	Swisshelm Park	5	14	3	14	4	2-19	-79.90222816913835	40.423987711548016
1909191	0129G00087000000	1137 LOVE ST	PITTSBURGH, PA	1953.66	0	1	453.66	0	Residential	Swisshelm Park	5	14	3	14	4	2-19	-79.90523678008883	40.420398183350805
1909192	0010R00026000000	REED ST	PITTSBURGH, PA	0	0	1	23.62	0.39	Residential	Terrace Village	6	5	3	5	2	2-5	-79.9711550796043	40.4449856556807
1909193	0027F00035000000	3120 AVALON ST	PITTSBURGH, PA	2687.46	0	1	2687.46	0	Residential	Terrace Village	6	5	3	5	2	2-22	-79.96127138531479	40.448252126073015
1909194	0027F00009000000	3127 BRACKENRIDGE ST	PITTSBURGH, PA	0	0	1	1200.78	100.05	Residential	Terrace Village	6	5	3	5	2	2-22	-79.96140245046287	40.44791883486505
1909195	0010S00016000000	2530 CENTRE AVE	PITTSBURGH, PA	179.89	0	1	1	0.28	Residential	Terrace Village	6	5	3	5	2	2-10	-79.96958619169568	40.445363619110125
1909196	0027F00023000000	3150 AVALON ST	PITTSBURGH, PA	0	0	1	987.78	0	Residential	Terrace Village	6	5	3	5	2	2-22	-79.96042065845755	40.4480890345735
1909197	0010M00196000000	2633 BRACKENRIDGE ST	PITTSBURGH, PA	0	0	1	170.04	0	Residential	Terrace Village	6	5	3	5	2	2-10	-79.96700463412867	40.44667858482412
1909198	0010S00111000000	OAK HILL DR	PITTSBURGH, PA	0	0	1	319.47	343.42	Commercial	Terrace Village	6	5	3	5	2	2-10	-79.96959339488704	40.44354788790835
1909199	0027E00187000000	3106 AVALON ST	PITTSBURGH, PA	739.97	0	1	373	0	Residential	Terrace Village	6	5	3	5	2	2-22	-79.96209905729097	40.448410591935534
1909200	0011D00341000000	213 WHITRIDGE ST	PITTSBURGH, PA	0	0	1	2287.02	819.49	Residential	Terrace Village	6	4	3	4	2	2-10	-79.96864952100194	40.4413261654275
1909201	0027F00037000000	3118 AVALON ST	PITTSBURGH, PA	2744.64	0	1	2744.64	0	Residential	Terrace Village	6	5	3	5	2	2-22	-79.96138958396092	40.44827506712204
1909202	0027F00030000000	3136 AVALON ST	PITTSBURGH, PA	898.48	0	1	951.57	0	Residential	Terrace Village	6	5	3	5	2	2-22	-79.96094383234093	40.44818910989193
1909203	0048E00169000000	2044 STRAUBS LN	PITTSBURGH, PA	241.4	0	1	39.32	3.28	Residential	Troy Hill	1	24	1	24	1	1-2	-79.98002101088426	40.469304841121925
1909204	0048B00120000000	2148 LOWRIE ST	PITTSBURGH, PA	250.21	0	1	7.73	9.73	Residential	Troy Hill	1	24	1	24	1	1-2	-79.97793681184132	40.470562084839514
1909205	0025A00090000000	64 WATERFRONT DR	DU BOIS, PA	0	0	1	1283.88	10.7	Residential	Troy Hill	1	24	1	24	1	1-1	-79.97934899507638	40.46145860223759
1909206	0048E00222000000	1811 NIGGEL ST	PITTSBURGH, PA	0	0	1	1226.93	0	Residential	Troy Hill	1	24	1	24	1	1-2	-79.9805214616037	40.46775583194831
1909207	0048E00209000000	1955 STRAUBS LN	PITTSBURGH, PA	109.25	0	1	109.25	0	Residential	Troy Hill	1	24	1	24	1	1-2	-79.98107992028825	40.467637247449055
1909208	0048N00301000000	13 WATERFRONT DR	PITTSBURGH, PA	0	0	1	41.47	0.69	Residential	Troy Hill	1	24	1	24	1	1-1	-79.97880323551932	40.46254567057058
1909209	0024G00104000000	1136 BRABEC ST	PITTSBURGH, PA	0	0	1	311.38	25.95	Residential	Troy Hill	1	24	1	24	1	1-2	-79.99080248200593	40.45884602823776
1909210	0047S00259000000	1614 HATTERAS ST	PITTSBURGH, PA	0	0	1	413.08	0	Residential	Troy Hill								
1909211	0024D00103000000	1520 LOWRIE ST	PITTSBURGH, PA	0	0	1	382.76	108.44	Residential	Troy Hill	1	24	1	24	1	1-2	-79.98465839746295	40.461888749859554
1909212	0048P00266000000	24 OVERLOOK CT	TUSTIN RANCH, CA	0	0	1	466.66	7.78	Residential	Troy Hill	1	24	1	24	1	1-1	-79.97799653405387	40.46279474779692
1909213	0024D00198000000	1531 LOWRIE ST	PITTSBURGH, PA	0	0	1	543.94	145.05	Residential	Troy Hill	1	24	1	24	1	1-2	-79.98403846138606	40.461812053835125
1909214	0024D00038000000	1380 HERMAN ST	PITTSBURGH, PA	226.82	0	1	121.98	0	Residential	Troy Hill	1	24	1	24	1	1-2	-79.9861274262411	40.46115635759286
1909215	0048F00045000000	1915 LOOKOUT ST	PITTSBURGH, PA	0	0	1	112.6	9.38	Residential	Troy Hill	1	24	1	24	1	1-2	-79.97792754760368	40.469267441708624
1909216	0048E00158000000	2051 VERONICA ST	PLANO, TX	1210.32	0	1	979.68	0	Residential	Troy Hill	1	24	1	24	1	1-2	-79.98026291709112	40.4696255080048
1909217	0048E00078000000	1918 MOUNT TROY RD	PITTSBURGH, PA	0	0	1	954.92	0	Residential	Troy Hill	1	24	1	24	1	1-2	-79.98255469494579	40.46785053493644
1909218	0024G00108000000	1146 BRABEC ST	GIBSONIA, PA	0	0	1	154.78	0	Residential	Troy Hill	1	24	1	24	1	1-2	-79.99043094841066	40.45886628705214
1909219	0025A00121000000	70 WATERFRONT DR	PITTSBURGH, PA	0	0	1	1543.9	25.73	Residential	Troy Hill	1	24	1	24	1	1-1	-79.98044700812913	40.461083598040936
1909220	0048F00043000000	2124 LAUTNER ST	TEGA CAY, SC	0	0	1	91.23	0	Residential	Troy Hill	1	24	1	24	1	1-2	-79.97803480473004	40.46915178574045
1909221	0048J00125000000	1832 LEY ST	IRVING, TX	0	0	1	2557.85	0	Residential	Troy Hill	1	24	1	24	1	1-2	-79.98217777182641	40.46558058953845
1909222	0048E00128000000	VERONICA ST	POMONA, CA	0	0	1	101.03	0	Residential	Troy Hill	1	24	1	24	1	1-2	-79.98160673371137	40.468748314644685
1909223	0048J00027000000	1934 LEY ST	PITTSBURGH, PA	83.7	0	1	1.67	0.14	Residential	Troy Hill	1	24	1	24	1	1-2	-79.98101709504596	40.466977464528746
1909224	0048J00144000000	1809 HARPSTER ST	IRVING, TX	0	0	1	3245.93	0	Residential	Troy Hill	1	24	1	24	1	1-2	-79.98258316274821	40.465254318345565
1909225	0048E00133000000	2005 VERONICA ST	GLEN ALLEN, VA	0	0	1	246.84	141.92	Residential	Troy Hill	1	24	1	24	1	1-2	-79.98135442989118	40.4684439309927
1909226	0024F00358000000	1120 BRABEC ST	PITTSBURGH, PA	554.66	0	1	298.28	0	Residential	Troy Hill	1	24	1	24	1	1-2	-79.99141980609946	40.45879712345828
1909227	0047S00213000000	1535 HATTERAS ST	IRVING, TX	0	0	1	1386.54	369.73	Residential	Troy Hill	1	24	1	24	1	1-2	-79.98449879508166	40.46278637013342
1909228	0024H00017000000	1337 TRUAX WAY	PITTSBURGH, PA	0	0	1	308.79	25.73	Residential	Troy Hill	1	24	1	24	1	1-2	-79.98691962293297	40.45940588965425
1909229	0048E00207000000	1952 TOURS ST	PITTSBURGH, PA	201.75	0	1	5.38	3.9	Residential	Troy Hill	1	24	1	24	1	1-2	-79.98115773994341	40.46753065565568
1909230	0048B00146000000	2159 LOWRIE ST	PITTSBURGH, PA	503.93	0	1	369.14	30.76	Residential	Troy Hill	1	24	1	24	1	1-2	-79.97760976482337	40.47028272271212
1909231	0025A00060000000	6 WATERSIDE PL	PITTSBURGH, PA	0	0	1	1864.01	0	Residential	Troy Hill	1	24	1	24	1	1-1	-79.97870065805775	40.461965127720816
1909232	0024F00360000000	1124 BRABEC ST	PITTSBURGH, PA	0	0	1	195.73	14.68	Residential	Troy Hill	1	24	1	24	1	1-2	-79.99125559179171	40.458806926283934
1909233	0048E00243000000	2020 LEY ST	PITTSBURGH, PA	0	0	1	307.5	0	Residential	Troy Hill	1	24	1	24	1	1-2	-79.98013968106055	40.46851249133845
1909234	0048J00095000000	1719 RIALTO ST	PITTSBURGH, PA	667.1	0	1	667.1	5.56	Residential	Troy Hill	1	24	1	24	1	1-2	-79.98242701156654	40.4662631741865
1909235	0024L00036000000	1127 TROY HILL RD	PITTSBURGH, PA	5287.26	0	1	2843.36	0	Residential	Troy Hill	1	23	1	23	1	1-5	-79.9903580491254	40.456978961717354
1909236	0024G00144000000	1328 TRUAX WAY	GIBSONIA, PA	502.46	0	1	512.73	0	Residential	Troy Hill	1	24	1	24	1	1-2	-79.98732273349793	40.45937229924987
1909237	0047M00309000000	1806 HARPSTER ST	PITTSBURGH, PA	0	0	1	728.09	109.22	Residential	Troy Hill	1	24	1	24	1	1-2	-79.98300950817124	40.465450459410704
1909238	0048B00117000000	LOWRIE ST	PITTSBURGH, PA	0	0	1	97.21	0	Residential	Troy Hill	1	24	1	24	1	1-2	-79.97781469675694	40.47071783921941
1909239	0048J00129000000	1824 LEY ST	BRADFORDWOODS, PA	1115.02	0	1	1115.02	315.92	Residential	Troy Hill	1	24	1	24	1	1-2	-79.98222848049768	40.46528051967858
1909240	0048J00025000000	1938 LEY ST	PITTSBURGH, PA	0	0	1	348.5	29.04	Residential	Troy Hill	1	24	1	24	1	1-2	-79.98100694341866	40.46711162632885
1909241	0024G00250000000	1329 TRUAX WAY	PITTSBURGH, PA	0	0	1	61.77	66.39	Residential	Troy Hill	1	24	1	24	1	1-2	-79.98715232803086	40.45923642626848
1909242	0024D00135000000	1516 VALENTINE ST	ST  ALBANS, NY	0	0	1	203.24	0	Residential	Troy Hill	1	24	1	24	1	1-2	-79.98503791948403	40.462037965288765
1909243	0048N00052000000	1701 LOWRIE ST	PITTSBURGH, PA	1143.62	0	1	1143.62	0	Commercial	Troy Hill	1	24	1	24	1	1-2	-79.98216443759709	40.463584276548
1909244	0024G00172000000	1141 BRABEC ST	DES MOINES, IA	0	0	1	302.19	25.18	Residential	Troy Hill	1	24	1	24	1	1-2	-79.99037566685048	40.45849354355057
1909245	0048A00253000000	2102 STRAUBS LN	IRVING, TX	0	0	1	350.63	29.22	Residential	Troy Hill	1	24	1	24	1	1-2	-79.97952460001724	40.46982675793424
1909246	0048E00177000000	2028 STRAUBS LN	PITTSBURGH, PA	0	0	1	800.53	66.71	Residential	Troy Hill	1	24	1	24	1	1-2	-79.98034815104526	40.468960627260046
1909247	0048P00167000000	29 OVERLOOK CT	IRVING, TX	0	0	1	3337.41	1195.86	Residential	Troy Hill	1	24	1	24	1	1-1	-79.97867657311967	40.46330976508236
1909248	0048B00050000000	2139 STRAUBS LN	PITTSBURGH, PA	594.67	0	1	594.67	0	Residential	Troy Hill	1	24	1	24	1	1-2	-79.97845660671878	40.47050507529813
1909249	0048F00075000000	2123 LAUTNER ST	ALLISON PARK, PA	0	0	1	341.33	28.44	Residential	Troy Hill	1	24	1	24	1	1-2	-79.97771512942006	40.468980833129805
1909250	0048N00060000000	1717 LOWRIE ST	PITTSBURGH, PA	0	0	1	5003.03	416.9	Residential	Troy Hill	1	24	1	24	1	1-2	-79.98186078514425	40.464030813650965
1909251	0048E00311000000	1964 LOWRIE ST	PITTSBURGH, PA	0	0	1	79.41	0	Residential	Troy Hill	1	24	1	24	1	1-2	-79.98018458621827	40.46757906251784
1909252	0048J00198000000	1901 LEY ST	PITTSBURGH, PA	3579.47	0	1	3579.47	0	Commercial	Troy Hill	1	24	1	24	1	1-2	-79.98139870292918	40.46595222020533
1909253	0048E00080000000	1811 SUNDEMAN ST	PITTSBURGH, PA	0	0	1	661.6	452.07	Residential	Troy Hill	1	24	1	24	1	1-2	-79.98162135861811	40.467540791134006
1909254	0048J00181000000	1836 LOWRIE ST	PITTSBURGH, PA	0	0	1	1230.01	102.5	Commercial	Troy Hill	1	24	1	24	1	1-2	-79.98153142394328	40.465665750854406
1909255	0048N00318000000	35 WATERFRONT DR	CANTON, OH	0	0	1	1959.31	604.1	Residential	Troy Hill	1	24	1	24	1	1-1	-79.97894572323804	40.462916177038245
1909256	0025A00113000000	74 WATERFRONT DR	PORT ALLEGANY, PA	0	0	1	42.05	0.7	Residential	Troy Hill	1	24	1	24	1	1-1	-79.98064116133979	40.460852083826566
1909257	0047S00220000000	1547 HATTERAS ST	PITTSBURGH, PA	0	0	1	631.35	0	Residential	Troy Hill	1	24	1	24	1	1-2	-79.98427297008159	40.46300138015632
1909258	0048J00147000000	1520 FROMAN ST	MARS, PA	771.94	0	1	771.94	0	Residential	Troy Hill	1	24	1	24	1	1-2	-79.98266904388737	40.4651170045195
1909259	0024F00390000000	1116 PROVINCE ST	PITTSBURGH, PA	0	0	1	228.19	19.02	Residential	Troy Hill	1	24	1	24	1	1-2	-79.99117420123558	40.45785076445418
1909260	0027B00014000000	CAMP ST	PITTSBURGH, PA	320.21	0	1	32.6	2.17	Residential	Upper Hill	6	5	3	5	2	2-22	-79.95876962452607	40.45250638392193
1909261	0027C00136000000	4283 ANDOVER TER	PITTSBURGH, PA	0	0	1	1931.16	160.92	Residential	Upper Hill	6	5	3	5	2	2-22	-79.95617291154375	40.45137921868064
1909262	0026J00255000000	3362 RIDGWAY ST	PITTSBURGH, PA	598.77	0	1	537.11	8.95	Residential	Upper Hill	6	5	3	5	2	2-24	-79.96366868111532	40.455926582069104
1909263	0027E00133000000	526 LANDLEISS PL	PITTSBURGH, PA	0	0	1	1035.97	0	Residential	Upper Hill	6	5	3	5	2	2-22	-79.96421201764734	40.449729727274345
1909264	0026N00263000000	806 HERRON AVE	PITTSBURGH, PA	322.76	0	1	520.71	0	Residential	Upper Hill	6	5	3	5	2	2-5	-79.9655248251104	40.45405845194016
1909265	0026F00328000000	RIDGWAY ST	PITTSBURGH, PA	385.01	0	1	385.01	0	Residential	Upper Hill	6	5	3	5	2	2-24	-79.95896338196758	40.457780462663074
1909266	0027B00003000000	CAMP ST	PITTSBURGH, PA	0	0	1	13.67	0	Residential	Upper Hill	6	5	3	5	2	2-22	-79.95817771261947	40.452707857843166
1909267	0027E00170000000	3047 CENTRE AVE	PITTSBURGH, PA	0	0	1	3093.45	257.78	Residential	Upper Hill	6	5	3	5	2	2-22	-79.96301187286848	40.44915777640442
1909268	0026P00041000A00	3372 MILWAUKEE ST	PITTSBURGH, PA	116.34	0	1	0	0	Residential	Upper Hill	6	5	3	5	2	2-22	-79.96191111365788	40.45366859889196
1909269	0027B00179000000	802 ANAHEIM ST	GREENSBURG, PA	0	0	1	234.39	0	Residential	Upper Hill	6	5	3	5	2	2-22	-79.9604501392855	40.45181295380883
1909270	0027C00044000000	3108 IOWA ST	PITTSBURGH, PA	974.72	0	1	1062.09	823.09	Residential	Upper Hill	6	5	3	5	2	2-22	-79.95756433675821	40.45044806474236
1909271	0026N00068000000	3318 WEBSTER AVE	PITTSBURGH, PA	1299.89	0	1	1299.89	0	Residential	Upper Hill	6	5	3	5	2	2-22	-79.96415760636091	40.45311927874022
1909272	0027F00086000000	3034 IOWA ST	IRVING, TX	0	0	1	68.62	19.43	Residential	Upper Hill	6	5	3	5	2	2-22	-79.95813965755498	40.44928047824795
1909273	0026F00340000000	RIDGWAY ST	CARNEGIE, PA	0	0	1	46.13	0	Residential	Upper Hill	6	5	3	5	2	2-24	-79.95829098055985	40.45806315367559
1909274	0026K00148000000	LISBON ST	PITTSBURGH, PA	24.79	0	1	0.09	0.02	Residential	Upper Hill	6	5	3	5	2	2-24	-79.95833133070445	40.45732320831697
1909275	0027E00118000000	521 LANDLEISS PL	GIBSONIA, PA	1029.24	0	1	8.15	3.94	Residential	Upper Hill	6	5	3	5	2	2-22	-79.96471206648361	40.44948421715039
1909276	0026N00054000000	3313 MILWAUKEE ST	PITTSBURGH, PA	0	0	1	277.65	99.49	Residential	Upper Hill	6	5	3	5	2	2-22	-79.96386474705764	40.45288030065488
1909277	0026P00193000000	3408 CAMP ST	PITTSBURGH, PA	18.77	0	1	281.05	0	Residential	Upper Hill	6	5	3	5	2	2-22	-79.95805502445262	40.45293995805434
1909278	0026N00162000000	3328 MCNEIL PL	PHILADELPHIA, PA	0	0	1	572.98	0	Residential	Upper Hill	6	5	3	5	2	2-22	-79.9643822371193	40.453919380447935
1909279	0026L00311000000	COLMAR ST	PITTSBURGH, PA	0	0	1	38.38	0.64	Residential	Upper Hill	6	5	3	5	2	2-24	-79.95750535405841	40.45757605491916
1909280	0026N00265000000	814 HERRON AVE	PITTSBURGH, PA	52.73	0	1	85.08	0	Residential	Upper Hill	6	5	3	5	2	2-5	-79.96554580728481	40.45419662330601
1909281	0027F00084000000	3040 IOWA ST	PITTSBURGH, PA	0	0	1	209.2	0	Residential	Upper Hill	6	5	3	5	2	2-22	-79.9580521309046	40.44939752162664
1909282	0027B00050000000	819 BRYN MAWR RD	PITTSBURGH, PA	1343.74	0	1	27.75	10.64	Residential	Upper Hill	6	5	3	5	2	2-22	-79.95951077909619	40.452456255009366
1909283	0026L00313000000	632 LISBON ST	PITTSBURGH, PA	0	0	1	31.49	0.52	Residential	Upper Hill	6	5	3	5	2	2-24	-79.95770335566851	40.45745147873802
1909284	0026K00335000000	3449 MILWAUKEE ST	PITTSBURGH, PA	538.24	0	1	394.22	0	Residential	Upper Hill	6	5	3	5	2	2-22	-79.96014195984267	40.45542853337008
1909285	0027A00362000000	HERRON AVE	PITTSBURGH, PA	0	0	1	386.93	109.63	Residential	Upper Hill	6	5	3	5	2	2-5	-79.96416487359195	40.45166641849106
1909286	0026R00033000400	905 ADELAIDE ST	PITTSBURGH, PA	0	0	1	55.65	0	Residential	Upper Hill	6	5	3	5	2	2-22	-79.95771997482834	40.45346366985334
1909287	0027C00081000000	4333 DAKOTA ST	PITTSBURGH, PA	345.72	0	1	265.87	0	Residential	Upper Hill	6	5	3	5	2	2-22	-79.95562913359758	40.45274179373333
1909288	0026R00090000000	3544 CAMP ST	PITTSBURGH, PA	628.98	0	1	1014.75	0	Residential	Upper Hill	6	5	3	5	2	2-22	-79.95716202279091	40.45450522932104
1909289	0027A00352000000	650 HERRON AVE	PITTSBURGH, PA	0	0	1	3615.48	30.12	Commercial	Upper Hill	6	5	3	5	2	2-5	-79.96432534743822	40.452566196149114
1909290	0026N00175000000	3333 MCNEIL PL	PITTSBURGH, PA	975.9	0	1	975.9	81.32	Residential	Upper Hill	6	5	3	5	2	2-22	-79.96473659511598	40.45416732925225
1909291	0027B00293000000	811 SHAWNEE ST	PITTSBURGH, PA	0	0	1	712.38	41.55	Residential	Upper Hill	6	5	3	5	2	2-22	-79.96067343767788	40.45101890996988
1909292	0026N00079000000	WEBSTER AVE	PITTSBURGH, PA	261.13	0	1	261.13	0	Residential	Upper Hill	6	5	3	5	2	2-22	-79.96349731569522	40.45357092738897
1909293	0026L00160000000	586 BLESSING ST	PITTSBURGH, PA	0	0	1	256.25	6.41	Residential	Upper Hill	6	5	3	5	2	2-24	-79.95604690219719	40.45725163199399
1909294	0026N00112000000	3383 WEBSTER AVE	PITTSBURGH, PA	2502.59	0	1	2502.59	208.55	Commercial	Upper Hill	6	5	3	5	2	2-22	-79.96270941021139	40.454766290491435
1909295	0027B00360000000	803 SHAWNEE ST	PITTSBURGH, PA	0	0	1	249	0	Residential	Upper Hill	6	5	3	5	2	2-22	-79.96085044865542	40.451080806230046
1909296	0026K00101000000	MONROE ST	PITTSBURGH, PA	0	0	1	96.41	122.11	Residential	Upper Hill	6	5	3	5	2	2-24	-79.96136285843245	40.45614451288263
1909297	0026N00078000000	3340 WEBSTER AVE	PITTSBURGH, PA	244.92	0	1	815.77	0	Residential	Upper Hill	6	5	3	5	2	2-22	-79.96355100993462	40.4535395339256
1909298	0027B00246000000	819 CHEROKEE ST	PITTSBURGH, PA	168.27	0	1	168.27	14.03	Residential	Upper Hill	6	5	3	5	2	2-22	-79.96018409527596	40.451448621081234
